Subject,Message,Label,OriginalRowID,Date
Accident report and claim initiation,"Good afternoon,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-111-708738, reg 14-D-85555. really appreciate your help
No attachments yet—can send if needed.

Sincerely,
Emily O'Connor
+353 81 278 3480
emilyoconnor361@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,6883c5e7,
Car stolen last night – claim help?,"To whom it may concern,
Came out this morning and the car was just gone. 25-G-35816. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-657-335729? Also, do I still owe the excess if the car isn’t found? honestly not impressed
Dashcam clip uploaded to Drive (link upon request).

Regards,
Olivia Smith
+353 86 852 6280
oliviasmith619@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarTheft,888c1137,
Glass crack across driver side – urgent,"Hey there,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-641-719171. please let me know
Photos attached.

Thanks,
Ciara McCarthy

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,cfb31688,
Collision today on N7 – what do I do?,"Good morning,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-757-133679, reg 24-OY-23751. please let me know
Attaching a PDF of the report.

Many thanks,
Noah Byrne

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarCrash,719e17b5,
Renewal due – change car details,"To whom it may concern,
I’m changing cars next month (new reg 14-MH-83364). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-115-206560. why am I paying for this

Thanks,
Patrick Hughes
+353 82 470 6278
patrickhughes130@example.com",CarRenewal,b4c3bddd,
Need some help with my cover,"Good afternoon,
Where do I download my cert of insurance and disc for reg 19-KK-12115? I can’t find the link on the portal. really appreciate your help

Many thanks,
Mia Hayes",Other,e5cb2e34,
General question about my policy,"Hey there,
Random question: how long do I have to report an incident? Policy PCY-202-889644. Thanks.

Regards,
Niamh O'Brien
+353 80 681 3511
niamhobrien810@gmail.com

(Also, sorry for the long email—bit stressed.)",Other,4e988c73,
Car won’t start – need roadside assist,"Good afternoon,
Battery seems dead (no dash lights). I’m at 3 Oak Avenue, Waterford. Can someone jump‑start or tow me? Reg 24-WX-57987, policy PCY-133-720166. Also, is there a call‑out limit? really appreciate your help
No attachments.

Best,
Patrick Wilson
+353 87 536 8014
patrickwilson624@gmail.com",CarBreakdown,96c8a759,
Cracked windscreen – repair or replace?,"Good afternoon, A stone hit my windscreen on the N4 and now there’s a crack across the driiver’s side. Can I book directly with ScreenMate or do I need pe‑approval under policy PCY-124-2698664? happy to provide more info Reg 07-CW-25483. Photos attached. Best, Jack Byrnne +353 86 111 0792 jackbyrne62@example.com",CarWindshield,e20f636a,
Windscreen damage after storm,"Good afternoon,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-636-901050. please let me know
No attachments yet—can send if needed.

Cheers,
James Brown",CarWindshield,8adc4628,
Engine died at junction – policy help,"Good morning,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-545-895217 for breakdowns? really appreciate your help
Reg 16-OY-37724.
No attachments.

Many thanks,
Mia Gallagher
+353 86 924 5318
miagallagher773@proton.me",CarBreakdown,8daebce1,
Renewal price seems high – options?,"To whom it may concern,
Renewal due on 14. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-943-270190. thanks in advance

Thanks,
Harry Ryan
+353 86 176 4922
harryryan42@yahoo.com",CarRenewal,588711c3,
Breakdown this morning – tow arranged?,"To whom it may concen, Batttery seems dead (no dash lights). I’m at 179 Station Rd, Dundalk. Can someone jump‑start or tow me? Reg 14-CW-35395, plicy PCY-942-970798. Also, is there a call‑out limit? this is ridiculous No attachments. Thanks, Aoife Kavanagh",CarBreakdown,6efe3bf9,
Rear‑ended at lights – advice needed,"Hello,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-748-830650, reg 25-L-94643. please let me know
Photos attached.

Regards,
Olivia Walsh
+353 86 167 6396
oliviawalsh656@gmail.com",CarCrash,0a7b35c9,
Breakdown this morning – tow arranged?,"Hello,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-941-706272 for breakdowns? really appreciate your help
Reg 11-L-95566.
No attachments.

Many thanks,
Aoife Byrne",CarBreakdown,d1b276a9,
Windscreen damage after storm,"Hello,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-691-731707? Can I pay just the excess? why am I paying for this
Dashcam clip uploaded to Drive (link upon request).

Best,
Emma Smith
+353 81 349 7110
emmasmith736@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarWindshield,e3f2e374,
Collision today on N7 – what do I do?,"Hi team,
I was rear‑ended at a red light in Waterford today (30 Aug 2024 12:55), airbags didn’t deploy. Other driver admitted fault. Exchange done. My reg 06-MN-2362, policy PCY-129-334896. What’s the fastest way to get the car assessed? please let me know
Photos attached.

Regards,
James Hughes

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarCrash,16d34ae6,
My car is gone – policy assistance,"Good afternono, My car (23-W-61786) was stolen outside my house at 121 College Gree, Limerick around 21 Mar 225 12:55. I reported it to the Gardaí (ref #533174). Poliicy PCY-840-373216. What info do you need to opn a caim? happy to prrovide more ifo Screenshot included below. Best, Ethan Smtih P.S. I’m at work no, can’t take calls tll after 5pm. Text me if urgentt.

(Also, sorry for the long email—bit stressed.)",CarTheft,536d3c4e,
Car won’t start – need roadside assist,"Good afternoon,
My car cut out at a roundabout in Naas and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-950-551356? If yes, can you arrange a tow to City Tyres? really appreciate your help
—

Many thanks,
Harry O'Brien",CarBreakdown,6ad2649d,
Need some help with my cover,"Hi QuickCover Support,
Random question: how long do I have to report an incident? Policy PCY-790-765448. Thanks.

Many thanks,
Niamh Gallagher

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,b4079fa8,
Engine died at junction – policy help,"Good afternoon,
My car cut out at a roundabout in Dublin and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-521-596006? If yes, can you arrange a tow to City Tyres? please let me know
Scans can be provided.

Many thanks,
Ciara Gallagher
+353 83 989 2950
ciaragallagher364@example.com",CarBreakdown,0e623ac0,
Add a new driver for renewal,"Hey there,
I’m changing cars next month (new reg 12-LM-95583). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-827-293697. please let me know

Regards,
Ciara Kavanagh
+353 88 948 1504
ciarakavanagh564@outlook.com",CarRenewal,5c59763b,
"Minor crash, no injuries – claim query","Hi team,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-330-118950. Should I go to N7 Auto or wait for an approved repairer list? please sort this
Screenshot included below.

Many thanks,
Sophia O'Connor
+353 87 315 9720
sophiaoconnor715@outlook.com

(Also, sorry for the long email—bit stressed.)",CarCrash,34386fa4,
"Minor crash, no injuries – claim query","Good afternoon, Small collission on the M50, lane 2. I braked and the van behind clipped my bummper. Gardaí attended. Claim under PCY-92-492279. Should I go to Murphy Motors or wait for an approved repairer list? I've been on hold forever No attachments yet—can sennd if needed. Many thanks, Harry Haayes +353 85 923 9151 harryhayes325@yahoo.com",CarCrash,b10078f9,
Policy renewal questions,"Hi team, Renewal due on 03. Could you send me the documents in PDF and explain options for monthly vs annuall? Policy PCY-193-136687. thanks in avance Cheers, Liam Duffy +3553 82 802 462 liamduffy721@example.com P.S. I’m at work now, can’t take callls till aftter 5pm. Email is best.",CarRenewal,8c3abdcb,
Renewal due – change car details,"To whom it may concern,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-813-709606. happy to provide more info

Sincerely,
Conor Kennedy

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarRenewal,64958843,
Cracked windscreen – repair or replace?,"Hey there,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with GlassFix or do I need pre‑approval under policy PCY-515-851919? really appreciate your help
Reg 24-SO-31645.
No attachments yet—can send if needed.

Regards,
Lucas O'Neill
+353 86 877 1831
lucasoneill81@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarWindshield,096df878,
Policy renewal questions,"Hi SafeDrive Support,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-109-553685. thanks in advance

Thanks,
Patrick Hughes",CarRenewal,a0ae195f,
Stolen vehicle claim – need next steps,"To whom it may concern, Came out thiis morning and the car was jut gone. 18-SO-5160. Spare key with me. I called 999 and got a case number. Can you guide me on the theeft claim steps under PCY-251-850742? Also, do I still owe the ecxess if the car is’t found? honestly not impressed Dashcam clip uploaded to Drvie (link upon request). Cheers, Liam Kennedy +353 86 846 7786 liamkennedy143@example.com

(Also, sorry for the long email—bit stressed.)",CarTheft,51d49f56,
Stolen vehicle claim – need next steps,"Good morning,
My car (22-SO-84354) was stolen outside my house at 53 Church View, Dundalk around 13 Jan 2025 12:55. I reported it to the Gardaí (ref #249289). Policy PCY-124-344315. What info do you need to open a claim? please let me know
Photos attached.

Regards,
Mia Murphy",CarTheft,f8389bf5,
Glass crack across driver side – urgent,"To whom it may concern,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with AutoGlass Hub or do I need pre‑approval under policy PCY-251-770532? kind regards
Reg 12-LS-41781.
Screenshot included below.

Cheers,
Conor O'Connor
+353 85 644 4864
conoroconnor231@outlook.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarWindshield,99fa77db,
Policy renewal questions,"Hello,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-300-837771. please let me know

Thanks,
Emma McCarthy
+353 89 370 2119
emmamccarthy145@example.com",CarRenewal,10da68b2,
Car won’t start – need roadside assist,"Good afternoon,
My car cut out at a roundabout in Waterford and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-146-752435? If yes, can you arrange a tow to City Tyres? thanks in advance
—

Sincerely,
Jack Smith

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,9cd3befc,
Collision today on N7 – what do I do?,"Hey there,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-549-948530. Should I go to South Quay Repairs or wait for an approved repairer list? really appreciate your help
Photos attached.

Many thanks,
Patrick O'Neill

(Also, sorry for the long email—bit stressed.)",CarCrash,4c8cd56d,
Urgent: Vehicle theft (police report filed),"Hello,
My car (09-CW-30647) was stolen outside my house at 178 Quay St, Letterkenny around 02 Apr 2023 12:55. I reported it to the Gardaí (ref #193670). Policy PCY-588-181724. What info do you need to open a claim? kind regards
Dashcam clip uploaded to Drive (link upon request).

Cheers,
Noah Murphy
+353 84 240 7270
noahmurphy793@outlook.com

(Also, sorry for the long email—bit stressed.)",CarTheft,f6b94601,
Windscreen damage after storm,"Good afternoon,
A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ClearView Windscreens or do I need pre‑approval under policy PCY-505-306612? please let me know
Reg 05-MH-8528.
Attaching a PDF of the report.

Thanks,
Liam Smith
+353 82 712 2468
liamsmith426@gmail.com",CarWindshield,3d1012e2,
Car won’t start – need roadside assist,"To whom it may concern, Battery seems dead (no dash lights). I’m at 108 aMrket St, Tralee. Can someone jump‑start or tow me? Reg 12-W-814441, policy PCY-236-813083. Also, is three a call‑out limit? please let me know No attachments. Many thanks, Liam Byrne +353 85 253 5987 liambyrn283@proton.me P.S. I’m at work now, can’t take calls till ater 5pmm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarBreakdown,853fa34b,
Stranded on hard shoulder – breakdown cover,"Hey there,
Battery seems dead (no dash lights). I’m at 123 River Road, Ennis. Can someone jump‑start or tow me? Reg 11-WD-84257, policy PCY-439-347371. Also, is there a call‑out limit? please sort this
—

Sincerely,
Lucas O'Connor
+353 86 434 3797
lucasoconnor99@outlook.com",CarBreakdown,33e31934,
Collision today on N7 – what do I do?,"To whom it may concern,
I was rear‑ended at a red light in Waterford today (17 Feb 2023 12:55), airbags deployed. Other driver admitted fault. Exchange done. My reg 20-W-27478, policy PCY-240-492716. What’s the fastest way to get the car assessed? thanks in advance
Photos attached.

Best,
Conor Walsh

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarCrash,8b6ec288,
"Minor crash, no injuries – claim query","Hello,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-197-871619. Should I go to N7 Auto or wait for an approved repairer list? please sort this
Photos attached.

Cheers,
Patrick Hughes
+353 83 516 5563
patrickhughes495@yahoo.com",CarCrash,062cf6f6,
Query about documents,"Good morning,
Where do I download my cert of insurance and disc for reg 19-G-92443? I can’t find the link on the portal. this is ridiculous

Best,
Liam Walsh
+353 89 470 7395
liamwalsh713@example.com",Other,1c24f01b,
General question about my policy,"Hey there,
Where do I download my cert of insurance and disc for reg 18-LS-4331? I can’t find the link on the portal. please sort this

Regards,
Jack Fitzgerald

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",Other,22ef8131,
Accident report and claim initiation,"Hi SafeDrive Support,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-391-237424, reg 17-D-70922. thanks in advance
Screenshot included below.

Cheers,
Niamh Murphy
+353 80 502 5889
niamhmurphy714@proton.me",CarCrash,9369dbb9,
Engine died at junction – policy help,"To whom it may concern,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-441-864049 for breakdowns? thanks in advance
Reg 16-L-14320.
Scans can be provided.

Best,
Emma Byrne
+353 87 606 3573
emmabyrne436@yahoo.com",CarBreakdown,e6beb163,
Stolen vehicle claim – need next steps,"Good morning,
Came out this morning and the car was just gone. 10-MN-4027. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-523-275445? Also, do I still owe the excess if the car isn’t found? thanks in advance
No attachments yet—can send if needed.

Sincerely,
Emily Kennedy

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarTheft,7675e3dc,
Query about documents,"Hello,
Where do I download my cert of insurance and disc for reg 19-CW-40775? I can’t find the link on the portal. really appreciate your help

Many thanks,
Noah Doyle

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,6c012f9a,
Car won’t start – need roadside assist,"Good morning,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-681-870711 for breakdowns? thanks in advance
Reg 25-KK-9997.
Scans can be provided.

Cheers,
Lucas Ryan
+353 80 996 6004
lucasryan671@outlook.com",CarBreakdown,f963e4a6,
Stranded on hard shoulder – breakdown cover,"To whom it may concern,
Battery seems dead (no dash lights). I’m at 15 Market St, Athlone. Can someone jump‑start or tow me? Reg 19-KK-34734, policy PCY-435-725141. Also, is there a call‑out limit? please sort this
Scans can be provided.

Best,
Niamh Smith
+353 81 700 1452
niamhsmith248@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,d49bbeb7,
Query about documents,"Hey there,
Where do I download my cert of insurance and disc for reg 11-SO-18493? I can’t find the link on the portal. really appreciate your help

Sincerely,
Liam Brown
+353 89 445 8145
liambrown260@gmail.com",Other,c57009f9,
Stolen vehicle claim – need next steps,"Hello,
Vehicle theft on 07 Jul 2025 12:55 near Ennis city centre. CCTV likely at the shop across the road. Registered plate 05-D-33426, policy PCY-674-847078. Please advise urgent actions and any forms. please let me know
No attachments yet—can send if needed.

Cheers,
Olivia Kelly

(Also, sorry for the long email—bit stressed.)",CarTheft,8197d563,
My car is gone – policy assistance,"Good morning,
My car (20-OY-97537) was stolen outside my house at 162 Quay St, Sligo around 07 Jan 2023 12:55. I reported it to the Gardaí (ref #699405). Policy PCY-789-635239. What info do you need to open a claim? happy to provide more info
No attachments yet—can send if needed.

Regards,
Ethan Kennedy
+353 83 421 6191
ethankennedy669@yahoo.com",CarTheft,2f6bf73d,
Windscreen damage after storm,"Good morning,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-294-926301? Can I pay just the excess? why am I paying for this
Dashcam clip uploaded to Drive (link upon request).

Best,
Emma Hughes
+353 85 680 3516
emmahughes18@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarWindshield,bead6e8a,
Renewal due – change car details,"Hello,
I’m changing cars next month (new reg 19-WX-81323). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-442-810038. kind regards

Regards,
Isla O'Brien
+353 88 974 7704
islaobrien810@yahoo.com",CarRenewal,5d42ea0e,
Stolen vehicle claim – need next steps,"Hi team,
My car (22-WX-54483) was stolen outside my house at 153 Station Rd, Naas around 04 Feb 2025 12:55. I reported it to the Gardaí (ref #533911). Policy PCY-559-684041. What info do you need to open a claim? kind regards
Screenshot included below.

Thanks,
Emma O'Neill",CarTheft,5ab01edd,
Renewal due – change car details,"Hello,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-862-280805. happy to provide more info

Regards,
Sophia Wilson

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",CarRenewal,031aaa21,
Need some help with my cover,"Hello,
Where do I download my cert of insurance and disc for reg 15-G-56512? I can’t find the link on the portal. happy to provide more info

Sincerely,
Michael Kennedy",Other,fa42dfb7,
Windscreen damage after storm,"Hello,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-198-498376. kind regards
Dashcam clip uploaded to Drive (link upon request).

Regards,
Conor Fitzgerald
+353 82 336 7729
conorfitzgerald888@gmail.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,b61a5ea9,
Accident report and claim initiation,"Hi Atlantic Mutual Support,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-715-532016. Should I go to N7 Auto or wait for an approved repairer list? this is ridiculous
Dashcam clip uploaded to Drive (link upon request).

Regards,
Mia Wilson
+353 83 447 1747
miawilson316@proton.me",CarCrash,f37db589,
Urgent: Vehicle theft (police report filed),"Good afternoon,
Vehicle theft on 17 Aug 2022 12:55 near Bray city centre. CCTV likely at the shop across the road. Registered plate 14-MN-11336, policy PCY-454-644103. Please advise urgent actions and any forms. really appreciate your help
Attaching a PDF of the report.

Regards,
Lucas Duffy

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarTheft,ed5679c2,
Cracked windscreen – repair or replace?,"Hello,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-311-176983? Can I pay just the excess? please let me know
Photos attached.

Thanks,
Michael Byrne",CarWindshield,2ee03c7b,
Collision today on N7 – what do I do?,"Hi team,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-867-291605. Should I go to N7 Auto or wait for an approved repairer list? really appreciate your help
Screenshot included below.

Many thanks,
Lucas Ryan
+353 81 109 2000
lucasryan273@gmail.com

(Also, sorry for the long email—bit stressed.)",CarCrash,aeaa41c9,
Query about documents,"Hey there, I just need to check what’s inccluded in my plicy PCY-883-578297. Does it cover dirving other cras, or windscreen chips? happy to provide more info Cheers, Jak Smith",Other,42f48f64,
Query about documents,"Hey there, Where do I download my cert of insurance and disc for reg 22-G-664703? I can’t find the link on the poral. honestly not impressed Thanks, Ciara O'Connor +353 86 892 9648 ciaraoconnor803@example.com",Other,13effe59,
Policy renewal questions,"Hi team,
Renewal due on 30. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-552-211796. happy to provide more info

Many thanks,
Noah O'Connor
+353 83 337 4822
noahoconnor682@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarRenewal,a3d78fb3,
Accident report and claim initiation,"Hey there,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-392-438480. Should I go to Murphy Motors or wait for an approved repairer list? please let me know
Screenshot included below.

Cheers,
Ciara Fitzgerald
+353 83 273 5726
ciarafitzgerald962@yahoo.com",CarCrash,b2150acd,
Glass crack across driver side – urgent,"Good afternoon,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-271-838174. really appreciate your help
Dashcam clip uploaded to Drive (link upon request).

Sincerely,
Niamh Brown
+353 82 922 9340
niamhbrown283@yahoo.com

(Also, sorry for the long email—bit stressed.)",CarWindshield,3c5b1888,
Policy renewal questions,"Hey there,
Renewal due on 22. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-691-464271. please let me know

Regards,
Olivia Duffy",CarRenewal,bfb2b27e,
Accident report and claim initiation,"Hi QuickCover Support,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-634-541727. Should I go to Northside Garage or wait for an approved repairer list? thanks in advance
Dashcam clip uploaded to Drive (link upon request).

Best,
Isla Gallagher",CarCrash,700330ad,
Windscreen damage after storm,"Hey there,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-502-394475? Can I pay just the excess? please sort this
Photos attached.

Sincerely,
Liam Kennedy
+353 81 357 5394
liamkennedy957@yahoo.com",CarWindshield,d9d067a0,
Need some help with my cover,"Good morning,
Random question: how long do I have to report an incident? Policy PCY-424-176397. Thanks.

Thanks,
Emily Kelly",Other,1e142c34,
Car stolen last night – claim help?,"Good afternoon,
Vehicle theft on 08 Feb 2024 12:55 near Naas city centre. CCTV likely at the shop across the road. Registered plate 07-KK-91538, policy PCY-981-757776. Please advise urgent actions and any forms. kind regards
Screenshot included below.

Thanks,
James Brown
+353 80 213 7274
jamesbrown375@proton.me",CarTheft,22275437,
Stolen vehicle claim – need next steps,"Hi QuickCover Support,
Vehicle theft on 29 Sep 2023 12:55 near Ennis city centre. CCTV likely at the shop across the road. Registered plate 23-MN-13499, policy PCY-277-611994. Please advise urgent actions and any forms. thanks in advance
Attaching a PDF of the report.

Thanks,
Emma Duffy
+353 84 636 1674
emmaduffy327@example.com",CarTheft,f3afae6f,
Renewal due – change car details,"Good morning,
I’m changing cars next month (new reg 20-WX-63771). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-815-275006. happy to provide more info

Best,
Conor O'Brien

(Also, sorry for the long email—bit stressed.)",CarRenewal,717cf5b1,
My car is gone – policy assistance,"Hi Harbour Insurance Support, Vehicle theft on 18 Dec 2023 12:55 neaar Athlone city centre. CCTV likely at the shop across the road. Registered plate 08-SO-22298, policy PCY-297-948102. Please advise urgent actions and any forms. thaanks in advane Dashcam clip uploaded to Drive (link uopn request). Chers, Ciara Brown +353 81 289 303 ciarabrown489@yahoo.com

(Also, sorry for the long email—bit stressed.)",CarTheft,3b7cba80,
Glass crack across driver side – urgent,"Good morning, A stone hit my windscreen on the N4 and now there’s a crrack acros the driver’s side. Can I bok dirctly with AutoGlass Hub or do I need pree‑approval under policy PCY-256-203386? hpapy to provide more info Reg 22-WX--48578. Phoos attachhed. Maany thanks, Jck Doyle +353 86 257 7786 jackdoyle485@gmail.com P.S. I’m at work now, can’t take aclls tiill ater 5mp. Text me if urgent.",CarWindshield,e953717d,
General question about my policy,"To whom it may concern, I jsut neeed to check what’s included in my policy PCY-459-408433. Dooes it coevr driving other cars, or windscreen chips? thanks in advance Many thanks, Laim Duffy",Other,a5dd8b42,
My car is gone – policy assistance,"Good morning,
Came out this morning and the car was just gone. 13-D-98180. Spare key with me. I called 999 and got a case number. Can you guide me on the theft claim steps under PCY-381-999529? Also, do I still owe the excess if the car isn’t found? happy to provide more info
Attaching a PDF of the report.

Regards,
Mia Hughes",CarTheft,af6af638,
Stone chip spreading fast – claim,"Hello,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-894-601626? Can I pay just the excess? honestly not impressed
No attachments yet—can send if needed.

Best,
Emily Smith
+353 83 377 3159
emilysmith48@outlook.com",CarWindshield,26a48137,
Glass crack across driver side – urgent,"Hey there,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-263-313864? Can I pay just the excess? please sort this
Dashcam clip uploaded to Drive (link upon request).

Cheers,
Harry McCarthy",CarWindshield,15b242b7,
Stranded on hard shoulder – breakdown cover,"Hello,
Battery seems dead (no dash lights). I’m at 99 Main St, Bray. Can someone jump‑start or tow me? Reg 22-C-85610, policy PCY-514-691967. Also, is there a call‑out limit? honestly not impressed
—

Cheers,
Emma Kelly
+353 82 705 3054
emmakelly549@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,4ea3484d,
Cracked windscreen – repair or replace?,"Hey there,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-463-732094. kind regards
Attaching a PDF of the report.

Best,
Sophia Gallagher

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,87813fff,
Urgent: Vehicle theft (police report filed),"Hello,
Vehicle theft on 05 Aug 2023 12:55 near Ennis city centre. CCTV likely at the shop across the road. Registered plate 20-W-95972, policy PCY-296-326895. Please advise urgent actions and any forms. kind regards
Screenshot included below.

Cheers,
Sophia O'Connor
+353 82 753 9042
sophiaoconnor106@gmail.com",CarTheft,5a0e37e0,
Add a new driver for renewal,"Hi GreenShield Support,
Renewal due on 09. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-630-131725. really appreciate your help

Thanks,
Sophia Hughes",CarRenewal,395a38e8,
Policy renewal questions,"Hi SafeDrive Support,
Got the renewal email but the premium is up 18%. Any discounts for no claims (5 years) or for installing a dashcam? Policy PCY-209-813681. kind regards

Many thanks,
Emily Wilson
+353 89 969 6843
emilywilson992@example.com

(Also, sorry for the long email—bit stressed.)",CarRenewal,95b5a8d0,
Renewal price seems high – options?,"Good afternoon,
Renewal due on 13. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-381-955896. please let me know

Regards,
Ava Murphy
+353 82 708 6822
avamurphy262@yahoo.com",CarRenewal,a90fc089,
Windscreen damage after storm,"Good morning,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-367-266302? Can I pay just the excess? this is ridiculous
No attachments yet—can send if needed.

Many thanks,
Noah Duffy

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarWindshield,b94b395f,
Breakdown this morning – tow arranged?,"Hey there,
My car cut out at a roundabout in Cork and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-298-294103? If yes, can you arrange a tow to Murphy Motors? happy to provide more info
No attachments.

Best,
Niamh Kennedy
+353 87 195 2422
niamhkennedy973@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarBreakdown,995efb5a,
Car won’t start – need roadside assist,"Hi team, My car cut out at a roundabout in Wexford and won’t restart. Hazard lights on. Do I have roadside assist wih policy PCY-680-778417? If yes, can you arrange a tow to Murphy Motors? thanks in advance Scans can be provided. Many thank, Patrick O'oCnnor

(Also, sorry for the long email—bit stressed.)",CarBreakdown,ceb2115d,
